"id","name","number","email","address","lat","long","area","dob","sq_feet","store_image","ownername","ownernumber","contactname","contactnumber",
"213","Odyssey Thiruvanmyur","420317799","","Shivani 40, East cost road, thiruvanmyur","0","0","ADYAR/ THIRUVANMYUR/ BESANT NAGER/ KOTTIVAKKAM/ OMR/ VELACHERY","0000-00-00","800","","Aswin","9176311919","Prabhu","9176311919",
"214","Kwality Book Co","23966854","Maheshgolani@yahoo.co.in","37b , block B, new alipore, Kolkata 700053","0","0","Alipur / New Alipur/ Bihala/ Splanet/ Bada Bazaar","0000-00-00","0","","","","mahesh","9831334434",
"215","Peek A Boo","40929094","peekaboo19@ymail.com","748, green glen layout, bellandur, Bangalore.","0","0","HSR Layout /  Sarjapur","1978-10-25","1000","","preet chawla","9880456824","seenu","9880456824",
"216","THAE GIFT GALLERY","","rampukarray602@gmail.com","Pilot no-11/21 h block MKT sarita Vihar new delhi","28.5350037","77.2920324","Amar Colony/ G K - 1/ G K - 2/ Kalkaji/ Govindpuri/ Alaknanda","0000-00-00","200","","Ram pukar ray","9213142602","Mr. sudhir","9891612792",
"217","My choice","42277357","","170, 2nd main road, kasturi Hagar, Bangalore.","0","0","Kammanahalli/ Banaswadi/ Hennur/ Ram Murthy Hagar","0000-00-00","1000","","Chena ram patel","9886967390","bharath","9886967390",
"218","SPARCKAL GIFT GALLERY","","oberoi.kanwal@gmail.com","Plot No-10/4 h block sarita Vihar new delhi","28.5354712","77.291955","Amar Colony/ G K - 1/ G K - 2/ Kalkaji/ Govindpuri/ Alaknanda","0000-00-00","150","","Mr. Kamal Obroi","9871245281","Mr.Rajesh","9871133196",
"219","Kmart Retail india pvt ltd","40684086","jhunjhun@satyam.net.in","17/1f alipore road ,2nd floor,Kolkata 700027","0","0","Alipur / New Alipur/ Bihala/ Splanet/ Bada Bazaar","0000-00-00","0","","","","Sanjay","9748492221",
"220","Naval Book Centre","22166225","","Shop no 11&12, nofra market, navy Hagar, colaba, Mumbai.","0","0","SOUTH MUMBAI","0000-00-00","400","","Amarbhai","9819882504","Sudarshan","9969307565",
"221","Anupam","24795488","","17/1D , Alipore Road, Kolkata-700027","0","0","Alipur / New Alipur/ Bihala/ Splanet/ Bada Bazaar","0000-00-00","0","","","","Ashok Doshi","9836793260",
"222","Shanti Plastic","23811552","navin.shantiplastic@gmail.com","Shop No 2, Earth pride, opp. Sikka Hagar, v. P. Road, Mumbai.","0","0","SOUTH MUMBAI","0000-00-00","230","","Navinbhai Shah","9619613360","Navin","9920329088",
"223","walden Books Toys","23413434","","6-3-871,Greenland road, Begumpet,Hyd","0","0","Begumpet / Pujagutta /Banjara Hills /Jubilee Hills","0000-00-00","1500","","Ram prasad","","prasad","9963380705",
"224","laxmi cycle co","-----------","","3parth avenue naranpura ahmeadbad","0","0","Naranpura","0000-00-00","500","","rakesh","9904474461","rakesh","9904474461",
"225","gytyj","","","","0","0","BANER / PASHAN","0000-00-00","0","","","","","",
"226","gytyj","","","","0","0","BANER / PASHAN","0000-00-00","0","","","","","",
"227","deepak butic","","","","0","0","AUNDH","0000-00-00","0","","","","","",
"228","deepak butic","","","","0","0","AUNDH","0000-00-00","0","","","","","",
"229","Shraddha Extension cards ,Gift& Books","27716988,66320502","","9-1-187, St Johns Road,Beside Sangeeth Theatre ,Sec bad","0","0","Maradpalli / M G Road / S D Road/ Narangwada / Musheerabad","1959-01-13","1500","","L C Umakanth","9652978899","Kiran","9292303826",
"230","Shraddha Books & Stationery","66335996","","Ground floor ,H No.9-1-87, St.Johns Road Beside Sangeeth Theatre Sec-bad","0","0","Maradpalli / M G Road / S D Road/ Narangwada / Musheerabad","2014-10-08","1500","","L C Ramesh","9849451558","kishour","9849957309",
"231","a kampanwala toy world","26732567","demo@demo.com","G 24 maruti tower shiv ranjni cross road satellite ahmedabad","10","10","Satellite/ Jodpur","1956-05-09","1400","","arun kaka","9825576303","arun","9825576303",
"232","Toyz N Toyz Baby shop","41269416","jldtoysntoys@gmail.com","238, 7th cross, cmh road, indiranagar, bangalore","0","0","Indranagar / Thippsandra / Commercial St.","0000-00-00","10000","","Dsouza","9980535013","uttam","9980535013",
"233","toys mart","26925553","toysmartahmedabad@gmail.com","Shop no 16 vraj vihar-3 prernatirth derasar road jodhpur satellite ahmedabaf","0","0","Satellite/ Jodpur","0000-00-00","600","","sameer/ronil","9428910039","sameer","9898498203",
"234","Ramdev toys n toys baby shop","25212662","","439, New thippsandra, Bangalore.","0","0","Indranagar / Thippsandra / Commercial St.","0000-00-00","3500","","Manoj Patel","9449565907","chandaram","8904859362",
"235","Modern toys co.","22528476","moderntoysco@in.com","D67/68, New market, Kolkata_700087","0","0","Alipur / New Alipur/ Bihala/ Splanet/ Bada Bazaar","0000-00-00","0","","","","G,L,shaha","93956224",
"236","krishna toys","-------","","G-17 ratandeep complex prerna fifth dersar jodhpur satellite ahmedabad","0","0","Satellite/ Jodpur","0000-00-00","200","","dinesh","9723375540","kelash","7359179436",
"237","Santosh super stores","42955000","santoshsuperstores@gmail.com","New No.199, old no.c-33,2nd avenue, annanager,Chennai","0","0","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","0000-00-00","500","","Naveen","9500020001","Sanker","9500050036",
"238","Sethi SportÃŸ and games","22522605","prashant.sethi88@gmail.com","Wb_151 new market Kolkata 700087","0","0","Alipur / New Alipur/ Bihala/ Splanet/ Bada Bazaar","0000-00-00","0","","","","prashant sethi","9836884875",
"239","world of toys children Corner","22521960","","B.110, North Basement, New Market, New complex, Kolkata 700087.","0","0","Alipur / New Alipur/ Bihala/ Splanet/ Bada Bazaar","0000-00-00","0","","","","Mithun","8100565041",
"240","new twinkle toys","07965214571","newtwinkletoys@gmail.com","B-14 nilkanth palace-b, opp seems hall satellite ahmedabad","0","0","Satellite/ Jodpur","0000-00-00","500","","mayur shah","8000053199","khushal","8000053199",
"241","Sethi Bros.","22497481","sethibros1953@gmail.com","Shop no9,15/A,j,l, Nehru Road,Kolkata 700013","0","0","Alipur / New Alipur/ Bihala/ Splanet/ Bada Bazaar","0000-00-00","0","","","","Ravi sethi","9903176876",
"242","bohraa stationery store","28115380","bohraastationerystore@gmail.com","42/2 cathedral road 6th street gopalapuram opp Stella maris college chennai","0","0","NUNGAMBAKKAM / EGMORE/ MOUNT ROAD/ GOPALAPURAM/ MYLAPOOR","2014-10-08","480","","reshmaa","28115380","Vikram","9840300073",
"243","Shree meher","28112389","","No.5, I .o.a complex, justice pratap sing building, royapettah high road Chennai","0","0","NUNGAMBAKKAM / EGMORE/ MOUNT ROAD/ GOPALAPURAM/ MYLAPOOR","0000-00-00","400","","V.k.annapurna","9884399924","V.k.annapurna","9884399924",
"244","Toyland","25590130","toy_land@rediffmail.com","24  end of commercial street, Bangalore","0","0","Indranagar / Thippsandra / Commercial St.","0000-00-00","250","","md. jaffer sait","9632265013","lokesh","9632265013",
"245","Sonigra Novelties .","02266935779","rameshmali2804@gmail.com","Shop no. 8, new municipal market, vile parks (e), Mumbai.","0","0","VILE PARLE EAST","0000-00-00","200","","Mr. Ramesh Mali.","9920554989","Mr. Lau Dabholkar","8452926542",
"246","Reliable Mark ""N"" Trade Pvt. Ltd.","02226179285","rmtl@rediffmail.com","6, Harileela apt, ram mandir road, off. Nehru road, opp. HDFC Bank, vile Parle, (e), Mumbai.","0","0","VILE PARLE EAST","0000-00-00","700","","Mr. Shyam Solanki.","","Mrs. Tejal Solanki.","7738973181",
"247","New Modern Warehouse","38993883","upenbudhdev@gmail.com","111, August Kranti Marg, Quality House, Kemps Coerner, Kambala Hill, Mumbai","19","23","BREACH CANDY","2014-08-10","200","","Upen Budhev","9323032803","Upen","9323032803",
"248","raj stationers","26302641","","Raj house nr snehkunj bus stop ambawadi ahmedabad","0","0","Satellite/ Jodpur","0000-00-00","1200","","sanjay","9426357993","hema","9426357993",
"249","Walden Books Toys  (Banjara Hills)","23551613,6675700","","Trendst Tower,Road No.2, Banjara Hills","0","0","Begumpet / Pujagutta /Banjara Hills /Jubilee Hills","0000-00-00","1000","","Ramprasad","","Srinivas","9912290571",
"250","Gaylord  (Toyland)","42023733","","104,pondy bazaar, t.Hager,Chennai","0","0","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","0000-00-00","1100","","kishore","9940498348","Ramesh","9940498348",
"251","Topkapi","04428150706","somimurali@yahoo.com","No 110 pondybazaar,t.Hagar chennai","0","0","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","0000-00-00","600","","s.murali","9500004765","murali","9500004765",
"252","dhwanil enterprise","9426508632","dhwanilcez@gmail.com","G-5, tulsi business center, college service road sahkari jin himatnagar Gujarat.","0","0","Himantnagar - City","0000-00-00","800","","kunal","9426508632","kunal","9426508632",
"253","SPROUTS THE SPROUTS","4222567","neelima@thesproutsstore.com","216-218,2nd floor golf course r.d sec-53 south point mall gurgaon","0","0","Gurgaon - 1","2014-10-09","1000","","Mrs.Nileema Kapoor","8860656238",".............","..............",
"254","parth traders","26931407","","12,sahjanand palace opp rahul tower 100 foot satellite ahmedabad","0","0","Satellite/ Jodpur","0000-00-00","900","","harikisan","9824275008","kiran","9824275008",
"255","JINGLE BELL","4203278","jinglebellssinghal@gmail.com","102, sun city MKT sec-54 gurgaon","0","0","Gurgaon - 1","0000-00-00","550","","Mr.Ashok Singhal","9560846482",".............","..............",
"256","pandian bangles Threads","24342930","","#51,52,Ranganathan street, t nager, Chennai","0","0","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","0000-00-00","500","","","","Mohan aj","9003100509",
"257","Roopam","22061794","info@roopam.com","218-222, near Crawford market, Mumbai.","0","0","SOUTH MUMBAI","0000-00-00","1000","","Niken","9869126789","Mahesh Bhai","9920685854",
"258","Goodluck Plastic stores Wholesaler","22351276","","71,Canning Street,Shop No-21 Ground Floor Kolkata 700001","0","0","Alipur / New Alipur/ Bihala/ Splanet/ Bada Bazaar","0000-00-00","0","","","","Mohit","9830623451",
"259","Annapurna gift store","","","B 1 /180 main road new kindly east delhi","0","0","East Delhi","0000-00-00","800","","","","","",
"260","rama fashion","9726937652","","Janadarn shopping center raana park bus stop ghatlodia ahmedabad","0","0","Naranpura","0000-00-00","1300","","raju","9726937652","mohan","9726937652",
"261","Star learnmart","24895590","","No.2, 1st floor,  kuppaiah street, station road, west Mambalam, Chennai","0","0","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","0000-00-00","350","","","","Bhoari","9840289400",
"262","Glorious gift and bag house","","","D1/184 main road new kundly","0","0","East Delhi","0000-00-00","900","","","","Mr Amit","09891159160",
"263","Favourite","66342260","hasnain2477@gmail.coma","18, pinjari street, opp. Crawford market, Mumbai.","0","0","SOUTH MUMBAI","1977-08-24","200","","Hasnain","9867640052","Shabbir","9870062051",
"264","queen park","24728888","","84/48, brindhavan street, west mambalam ,Chennai","0","0","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","0000-00-00","400","","Radha murely","","Radha murely","24728888",
"265","Orange super mgarket","","","6-511, Peerzadguda, Near Uppal Bus Depo","17.4073116","78.597335","Maradpalli / M G Road / S D Road/ Narangwada / Musheerabad","0000-00-00","1000","","Sam Sunder","","Amar","9959998000",
"266","GALLEXY G-9",".................","","Gf-21 9x city mart next to hotel fortune sons r.d gurgaon","0","0","Gurgaon - 1","0000-00-00","1500","","Mr.Abisek aggarwal","9717480099","Mr. Anshul","..................",
"267","shree kampanwala","26850338","","56 aditya complex  opp total intercity nr doordarshan tower Sam hospital road  ahmedabad","0","0","Vastrapur/ S G Highway","1983-01-18","1500","","shamitra","7778955551","rajesh","7778955551",
"268","Sri stationery","24661350","sristationers@yahoo.com","No.60,royapetta high road, jemmey building mylapoor Chennai","0","0","NUNGAMBAKKAM / EGMORE/ MOUNT ROAD/ GOPALAPURAM/ MYLAPOOR","0000-00-00","500","","Sri Ram","9962561350","Sri Ram","9962561350",
"269","mk gallery","","","DDA Market vasundhara enclave","0","0","East Delhi","0000-00-00","950","","","","Mr bablu","09911205642",
"270","Hindustan Trading company","28111605","hindustan_trading@yahoo.com","No,.171-172, 1st floor, justice pratap Singh building,(I.o.a. complex)69/35,Royapettah high road, Chennai","0","0","NUNGAMBAKKAM / EGMORE/ MOUNT ROAD/ GOPALAPURAM/ MYLAPOOR","0000-00-00","0","","","","Amritha","8939177621",
"271","The Big  Market","23645510","bigmarket@gmail.com","2, kodigehalli, thindlu, bangalore","0","0","Sahakarnaga/ Thindlu/ Vidyaranyapura/ Amruthahalli/ R.T.Nagar","1982-11-04","2000","","sohail","7760272879","naushad","8971960499",
"272","Alifiyah Enterprise","23424487","alifiyahent@yahoo.co.in","238, janjikar street,near jumma masjid, Mumbai.","0","0","SOUTH MUMBAI","1971-03-25","300","","Hussein","9870735653","Givardhan","9920016944",
"273","K R G GAMES & STATIOnAry","26746057","","24 Akshardham complex premchandnagar bodakdev vastrapur satellite ahmedabad","0","0","Vastrapur/ S G Highway","1985-02-13","1500","","nandish","9429400007","nandish","9429400007",
"274","Mother Collection","41172940","bajaj@ymail.com","36, sahakaranagar, bangalore","0","0","Sahakarnaga/ Thindlu/ Vidyaranyapura/ Amruthahalli/ R.T.Nagar","0000-00-00","1000","","Smitha Sahu","9591977787","sandeep","9591977787",
"275","fun and joy","","","Shop no 4 Atlantic plaza mayur Bihar 1","0","0","East Delhi","0000-00-00","100","","","","Mr manooj","09810966064",
"276","tabu toys","9925032360","hamir_raval@yahoo.co.in","Tabu Toys 
G/1 Shakti Square, Opp Management Enclave, Nr Hanuman Temple, Vastrapur, Ahmedabad","0","0","Vastrapur/ S G Highway","0000-00-00","400","","hamir","9925032360","hamir","9925032360",
"277","Little Shop","64507535","","G4 Manisquare ,164/1 manicktala Main Road, Kolkata 700054","0","0","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","0000-00-00","0","","","","Arjun","9830517006",
"278","s n gift","30020587","gift@sngift.co.in","F-5 shailly complex nr Sam hospital ahmedabad","0","0","Satellite/ Jodpur","0000-00-00","3000","","kamal","9712998486","kamal","9712998486",
"279","play world","9537817095","care.foramenterprises@gmail.com","Gl-9 vaibhav deluxe tower nr mansion cross road vastrapur ahmedabad","0","0","Vastrapur/ S G Highway","0000-00-00","300","","pranav","9537817095","pranav","9537817095",
"280","K. R STATIONERY","26961924","k_r_stationers@yahoo.com","E-40 hauz khas main MKT new delhi","0","0","Sarojini Nagar/ Safdarjung / Green Park/ Saket/ Haus Khaus/ Malvi Nagar","0000-00-00","300","","Mr.Rajan kalra","9899052147","Mr. Ramesh","9899124205",
"281","Toy planet","40007231","","164/, Maniktola Main Road, 2nd floor Shop no,207.E,m Bye Pass,Kolkata 700054","0","0","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","0000-00-00","0","","","","Harash","9830079249",
"282","Student Mall.","02228776611, 28774242","","Shop no. 15&16, Krishna height, upper govind nagar , (raheja township), malad(e), Mumbai.","0","0","Malad -East & WEST","0000-00-00","1200","","Mr. Babulal Patel.","9819272015","Mr. Suresh .","9920706777",
"283","Affection","40980297","affection0to14@yahoo.com","F3/7/8, 1st floor, esteem mall, bellary rd, Bangalore.","0","0","Sahakarnaga/ Thindlu/ Vidyaranyapura/ Amruthahalli/ R.T.Nagar","1981-01-22","1000","","Mrunal","9845141544","Venkatesh","9886167262",
"284","TOY&SPORTS INDIA","46040257","yodhijaiman@gmail.com","38, arvindo palace MKT new delhi","0","0","Sarojini Nagar/ Safdarjung / Green Park/ Saket/ Haus Khaus/ Malvi Nagar","0000-00-00","300","","Mr. Deepak","9990198879","Mr. Jitendar","9555037872",
"285","anand book corner","","","d 376achirya niketan mayur Bihar 1","0","0","East Delhi","0000-00-00","900","","","","Mr.vijay jha","09891504383",
"286","MAYA TOYS","26526979","mayatoys64@redifmail.com","11, arvindo palace MKT new delhi","0","0","Sarojini Nagar/ Safdarjung / Green Park/ Saket/ Haus Khaus/ Malvi Nagar","0000-00-00","500","","Mr.Bharat  kharbanda","9810223877","..........â€¦",".............",
"287","chawla toys","","","B2 acharya nikatan mayur Bihar 1","0","0","East Delhi","0000-00-00","100","","","","Mr lalit chawla","09350218472",
"288","kids house","","","A 2/5 acharya niketan mayur Bihar 1","0","0","East Delhi","0000-00-00","300","","","","vishu kohli","09891050203",
"289","Kidzz","23582392","Kidzz2004@hotmail.com","Shop no-C-.011,City Centre-1, DC block, Sector-1, Saltlake, Kolkata.","0","0","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","0000-00-00","0","","","","Dipak ji","9830347658",
"290","Sri Toy Globe  ( Suchitra)","9247229160","sritoyglobe@yahoo.com","2-7611NR,opp,Zee Dhaba,Beside ICICi Bank ,Petabasheerabad,Qutbullapur Hyd","17.51422","78.4813016","General Bazaar/ Station","2014-10-09","1000","","Abilesh","","wasi","9247229160,9154416068",
"291","VB STORE LLP","41096625","sanjaymahipal@gmail.com","228, 1st floor dlf place mall saket new delhi","0","0","Sarojini Nagar/ Safdarjung / Green Park/ Saket/ Haus Khaus/ Malvi Nagar","0000-00-00","600","","Mr.Sanjay mahipal","9810038610","Mr.Das g","8130249915",
"292","ANAND GIFT EMPORIUM","41765623","","10, j block MKT , saket new delhi","0","0","Sarojini Nagar/ Safdarjung / Green Park/ Saket/ Haus Khaus/ Malvi Nagar","0000-00-00","300","","Mr.Rajeev Khurana","9582194661","...........","............",
"293","Pratham Enterprises","41211625","prathamsahakarnagar@gmail.com","56 G  Block, sahakar Hagar, Bangalore.","0","0","Sahakarnaga/ Thindlu/ Vidyaranyapura/ Amruthahalli/ R.T.Nagar","0000-00-00","800","","Rangaswamy","9986072062","Teju","9538115079",
"294","SOAMI SERVICE CENTRE (In&Out)","26012437","soamiservicecentre@gmail.com","Outer no-7 soami ngr new delhi","0","0","Sarojini Nagar/ Safdarjung / Green Park/ Saket/ Haus Khaus/ Malvi Nagar","0000-00-00","200","","Mr.Rajat Badhwar",".................","mr. govind","...............",
"295","TOY HUT","46094177","","12, central MKT safdarjang enqleve new delhi","0","0","Sarojini Nagar/ Safdarjung / Green Park/ Saket/ Haus Khaus/ Malvi Nagar","0000-00-00","100","","","9811456488","","",
"296","TOYS & SPORTS CORNER","41651180","","32, central MKT safdarjang enqlave new delhi","0","0","Sarojini Nagar/ Safdarjung / Green Park/ Saket/ Haus Khaus/ Malvi Nagar","0000-00-00","200","","Mr. Raju Gupta","9810328685","............",".............",
"297","Wonderland","23581092","","City Centre A/202 Block DC saltlake Kolkata 700064.","0","0","South Lake/ Sector 5/ Technolpolis/ Karunamoi/ Rajahut","0000-00-00","0","","","","Ranjit","9830309693",
"298","Funtoys","23581631","","A_210, 2nd floor, City Centre_Salt lake sec,1 DC Block a Kolkata","0","0","South City/ Godiya/ Jadhavpur/ Goriyahat/ Dhakuriya","0000-00-00","0","","","","Debjit Roy","8013802917",
"299","Passionate A Dream World","27746302,66206302","","Opp,juloori Vjramma Kalyana Mandapam,Karkhana Sec-bad,","17.4604366","78.5048833","General Bazaar/ Station","1976-04-05","500","","Varma","9948375000","Ramu","85230520230",
"300","blessing the gift house","","","Shop no 1213 CSC 2 market near balco  apartment IP extn patpargang.","0","0","East Delhi","0000-00-00","125","","","","Mr sanjay nangia","01122248061",
"301","latest gift gallery","01122234182","","C 34 basement madhu Bihar IP extn","0","0","East Delhi","0000-00-00","500","","","","Rohit gupta","0971274071",
"302","Gift palace","01122235741","","C 34 d madhu Bihar market","0","0","East Delhi","0000-00-00","250","","","","Mr ashoke jain","09810759510",
"303","little grownups","01122239391","thelittlegrownups@yahoo.in","C 1 alg1 main market madhu Bihar","0","0","East Delhi","0000-00-00","450","","","","Mr. lucky","09811299391",
"304","fantasy honey","01122239008","","Shop no 2 c 14 madhu Bihar","0","0","East Delhi","0000-00-00","150","","","","beerji","09810955027",
"305","shrees sai collection","01122239033","shreesaitoys@gmail.com","C1/3 main market madhu vihar","0","0","East Delhi","0000-00-00","1000","","","","Mr Nitin","9810488812",
"306","toy planet","","nitinjain6875@gmail.com","D 1a. Dayanand block shakerpur nirman Bihar","0","0","East Delhi","0000-00-00","1200","","","","Mr. Nitin jain","09212550661",
"307","kalyan enterprises","01142445059","","A 152 preet Bihar behind DDA market","0","0","East Delhi","0000-00-00","100","","","","Mr. Nitin","01142445059",
"308","Neha Collection","","","Shop no 6 1st Floor cosmos centre Ashiana Gardens Sonari","22.8263262","86.1717553","Jhamshedpur - City","0000-00-00","0","","","","Rajesh kumar","9835159596",
"309","Orange kids","","","Shop no 204 2nd floor GIP Mall Noida","0","0","Noida - 38A, 18, 27","0000-00-00","1800","","","","Mr Rahul","09818633733",
"310","BABY STORE  (A.V.Agenciesa)","","av.agencies.hyd@gmail.com","1-7-155,StreetNo.3,Below NCC Office Bakaram Musheerabad,Hyd,","0","0","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","0000-00-00","1000","","Quyam","9849020759","MD Hamees","9966474790,9393335339",
"311","Santi Store","","","Cosmos centre shop no 10 Ashina Garden Sonari","22.8263262","86.1717553","Jhamshedpur - City","0000-00-00","0","","","","Anita Agrawal","9386227439",
"312","zoddy house","01204333649","","208 second floor GIp mall noida","0","0","Noida - 38A, 18, 27","0000-00-00","1250","","","","Mr subodh","09560689300",
"313","New  Gift Centre","","","Sonari kakgarinagar market Jamshedpur","22.8177974","86.167093","Jhamshedpur - City","0000-00-00","0","","","","Prosenjit","9934181369",
"314","Globals Galleria","23313330","globalsgalleria@gmail.com","107, 8th cross,malleshwaram, bangaloe","0","0","Malleshwaram/ Mathikeri/ Bel Road/ Sanjaynagar","1964-10-27","1500","","arun","9900997722","ravi kumar","8147526124",
"315","Globals Galleria","23313330","globalsgalleria@gmail.com","107, 8th cross,malleshwaram, bangaloe","0","0","Malleshwaram/ Mathikeri/ Bel Road/ Sanjaynagar","1964-10-27","1500","","arun","9900997722","ravi kumar","8147526124",
"316","Globals Galleria","23313330","globalsgalleria@gmail.com","107, 8th cross,malleshwaram, bangaloe","0","0","Malleshwaram/ Mathikeri/ Bel Road/ Sanjaynagar","1964-10-27","1500","","arun","9900997722","ravi kumar","8147526124",
"317","Pothys","","info@pothys.com","T.nager","0","0","ANNANAGAR / SALIGRAMAM/ MUGAPPAIR/ VANAGARAM/ VADAPALANI/ K K NAGER/ T NAGAR / WEST MAMBALAM","0000-00-00","500","","","","","",
"318","Park & Co","27664334","parknco.hyd@gmail.com","1-8-37 Near Chilkkadpally Bridge 1426 Surya Hagar,Hyd","0","0","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","0000-00-00","1000","","Shobana Sanghvi","9848474397","Dimpul","9963657755",
"319","Android","Tel","chintan@wod.com","jhkj","19.0724463","72.89994879999999","","1990-09-08","19999","","7","987","789","798",
"320","TRENDY TOYS","4035355","trendy.toys@yahoo.im","S-64 GF,palam vyapar Kendra, palam Vihar gurgaon","0","0","Gurgaon - 2","1994-01-24","500","","Nishant Tyagi","9582404617","Mr.lucky","9582404617",
"321","Passionate  Collections","23220376,66758376","passionatecollections@gmail.com","3-6-270,Pentoji Enclave.opp,Telugu Academy,Himayathnagar, Hyd","17.398925","78.48519","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","1978-11-02","600","","Varma","","Sailesh","66758376",
"322","Heaven Collection.","02228870604","","Saraswati, vasant Sagar, shop no. 62/63/64, thakur village, opp. Thakur cinema, kandivali (e), Mumbai.","0","0","Kandivali- EAST","0000-00-00","200","","Mr. Kanji Patel.","9820715379","Mr. Mahesh .","8879148850",
"323","SARASWATI STATIONERY","4086001","saraswatistationery2010@gmail.com","C-149,vyapar kendra palam Vihar gurgaon","0","0","Gurgaon - 2","1987-06-28","300","","Mr.Mahesh yadav","9899996001","..........","............",
"324","Baby Store  ( A  V Agencies)","42030734","av.agencies.hyd@gmail.com","Himayath Nagae","17.3996283","78.4874166","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","0000-00-00","600","","Quyam","9849020759","Hamed","9393335339",
"325","MEMORY POINT","4070001","","58-61,vyapar kendra palam Vihar,gurgaon","0","0","Gurgaon - 2","0000-00-00","600","","Mr.Ashwani sarma","9811441144","............",".............",
"326","Toy Corner","66462506","","Himayath Naga ,Opp Minerva Coffeessop","0","0","Dilsukhnagar / Chetainyapuri / Champapet / Shivam Road/ Immayatnagar","1975-08-17","1000","","Rizwan","9246177915","Rizwan","9246177915",
"327","the art and kraft store","","tacstore@yahoo.com","Shop no B1/ 41 first floor centre market sec 50 noida","0","0","NOIDA - 62, 50, 41, 81, 90","0000-00-00","400","","","","preeti chaturvedi","09810608225",
"328","Swastik Collection.","02228462664","ratilalgami04@gmail.com","Shop No. 6, Ganga vasant sagar, 120 ft road, thakur village, kandivali (e), Mumbai.","0","0","Kandivali- EAST","0000-00-00","300","","Mr. Ratilal Gami.","9819343995","Mr. Vijay .","8691857472",
"329","just kiddies","01204238844","","B 1 /40 centre market sec 50","0","0","NOIDA - 62, 50, 41, 81, 90","0000-00-00","300","","","","Mr mahesh","09818624834",
"330","Devi kidz planet","23607020","devikidzplanet@gmail.com","28, 6th main, hmt main road, mathikere, Bangalore.","0","0","Malleshwaram/ Mathikeri/ Bel Road/ Sanjaynagar","0000-00-00","600","","surekha","9740200223","geetha","9740200223",
"331","smart store","","","B 1/18 centre market","0","0","NOIDA - 62, 50, 41, 81, 90","0000-00-00","400","","","","Ms Anjali","09212313828",
"332","Fashion Fair .","02228850899","fshnfr@gmail.com","Shop no. 13, B-wing, yamuna bldg, vacant sagar, opp. Thakur public school, thakur village, kandivali (e), Mumbai.","0","0","Kandivali- EAST","0000-00-00","360","","Mr. Prabhulal Patel","","Mr. Prabhulal .","9322199149",
"333","The Little Star","","","1243, 6th cross, bel layout, vidyaranyapura, bangalore","0","0","Sahakarnaga/ Thindlu/ Vidyaranyapura/ Amruthahalli/ R.T.Nagar","0000-00-00","600","","Amrit Solanki","9019190210","kailesh","9008158495",
"334","VISHAL STATIONERY &GIFT","","vishalyadav601@fedifmail.com","136, huda MKT sec-23 gurgaon","0","0","Gurgaon - 2","0000-00-00","200","","Mr.Vishal Yadav","9999266615","...........","............",
"335","Sri venketeswara (Adambhakkam)","43580222","srivenkateshwarasupermarket@gmail.com","Adambakkam Chennai","0","0","ADAMBAKKAM / MADIPAKKAM/ GOWRIVAKKAM/ PORUR/ PALLAVARAM/ TAMBARAM/ PERAMBAKKAM/ MADAVAKKAM","0000-00-00","300","","","9710444963","Balan","9710444963",
"336","Namaskar .","02228851372","","Shop no. 41, Evershine milinium paradise, thakur village, kandivali (e), Mumbai.","0","0","Kandivali- EAST","0000-00-00","100","","Mr. Rajesh bhai","","Mr. Rajesh bhai.","9969481659",
"337","SHRI RANI SATI TREDERS","2460192","","107,sec-23 huda MKT gurgaon","0","0","Gurgaon - 2","0000-00-00","400","","Mr.P.C Aggarwal","9313066009","...........",".............",
"338","KIDS CORNER","................","kidocorner@gmail.com","10, 1st floor,sec-23 huda MKT, gurgaon","0","0","Gurgaon - 2","0000-00-00","600","","Mr.shibo","9910197348","...........","............",
